19:43:03  DEBUG org.testng.TestNG - suiteXmlPath: "C:\QA35\QA35_Trello\src\test\resources\card.xml"
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE TestBase.setUp()[pri:0, instance:null] 2045031788
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ================ SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] =============== DONE SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== END SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE TestBase.stop()[pri:0, instance:null] 2136378353
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ================ SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] =============== DONE SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== END SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE Login.preConditions()[pri:0, instance:null] 1481656486
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ================ SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] =============== DONE SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== END SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE TestBase.startLogger(java.lang.reflect.Method)[pri:0, instance:null] -68692127
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ================ SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] =============== DONE SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== END SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE TestBase.finishLog()[pri:0, instance:null] 1549693568
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ================ SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] =============== DONE SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== END SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE TestBase.setUp()[pri:0, instance:null] 2045031788
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ================ SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] =============== DONE SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== END SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE TestBase.stop()[pri:0, instance:null] 2136378353
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ================ SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] =============== DONE SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== END SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE TestBase.startLogger(java.lang.reflect.Method)[pri:0, instance:null] -68692127
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ================ SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] =============== DONE SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== END SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE TestBase.finishLog()[pri:0, instance:null] 1549693568
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ================ SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] =============== DONE SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== END SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE TestBase.setUp()[pri:0, instance:tests.Login@3f0846c6] 28983002
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ================ SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] =============== DONE SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== END SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE Login.preConditions()[pri:0, instance:tests.Login@3f0846c6] -255782176
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ================ SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] =============== DONE SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== END SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE Login.loginPositive1()[pri:0, instance:tests.Login@3f0846c6] 789241364
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE Login.loginPositive2()[pri:0, instance:tests.Login@3f0846c6] 789241147
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE CardCreation.cardCreation(model.Card)[pri:0, instance:tests.CardCreation@5bc9ba1d] -1586100885
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ================ SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] =============== DONE SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== END SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ADDING NODE TestBase.stop()[pri:0, instance:tests.Login@3f0846c6] -1434240779
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ================ SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] =============== DONE SORTING
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== SORTED NODES
19:43:04  DEBUG org.testng.internal.Graph - [Graph] ====== END SORTED NODES
19:43:05  DEBUG i.n.u.i.l.InternalLoggerFactory - Using SLF4J as the default logging framework
19:43:05  DEBUG io.netty.util.ResourceLeakDetector - -Dio.netty.leakDetection.level: simple
19:43:05  DEBUG io.netty.util.ResourceLeakDetector - -Dio.netty.leakDetection.targetRecords: 4
19:43:05  DEBUG i.n.util.ResourceLeakDetectorFactory - Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@6691490c
19:43:05  DEBUG i.n.util.internal.PlatformDependent0 - -Dio.netty.noUnsafe: false
19:43:05  DEBUG i.n.util.internal.PlatformDependent0 - Java version: 11
19:43:05  DEBUG i.n.util.internal.PlatformDependent0 - sun.misc.Unsafe.theUnsafe: available
19:43:05  DEBUG i.n.util.internal.PlatformDependent0 - sun.misc.Unsafe.copyMemory: available
19:43:05  DEBUG i.n.util.internal.PlatformDependent0 - sun.misc.Unsafe.storeFence: available
19:43:05  DEBUG i.n.util.internal.PlatformDependent0 - java.nio.Buffer.address: available
